"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"68224982","H","HH","CF","H01766","4AD","9YC","1EXQ","1RFI"
"68224983","H","HH","CF","H01766","4A9","9YA","1EXR","1RS9"
"68226244","H","HH","CF","H11842","4FU","9YG","1FC1","1SA5"
"68226247","H","HH","CF","H11842","4FU","9YE","1FC0","1SA4"
"68227901","B","DE","RO","H02990","1X4","7BH","1C6M","1J7R"
"68227902","B","DE","RO","H02990","1X4","7BH","1C6M","1J7R"
"68227903","B","DE","RO","H02990","1X4","7BH","1C6M","1J7R"
"68253690","H","PR","BI","P00883","48K","A0P","1F3A","1RUW"
"68253734","H","PR","CM","P00882","3HO","938","1CCU","1RV4"
"68294031","F","MA","HL","F00478","2AR","A0X","14W7","14W7"
"68335364","H","SO","BI","H00145","480","9ZW","1FCK","1SBX"
"68138849","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"209638","R","IM","FU","F01878","21F","550","14T7","14T7"
"68291384","B","SN","DV","H00621","152","44B","1366","1366"
"68176771","B","HA","SE","H01060","24F","427","19KI","19KI"
"67925545","B","DE","DO","H02970","1QW","42Q","18ZK","1GCC"
"67910791","F","MU","AS","F00541","1PI","504","14U6","14U6"
"68202321","B","SN","DV","H00711","2EY","47R","15XO","15XO"
"68295220","B","HA","SE","H01060","24F","427","19KI","19KI"
"68195308","F","BO","KO","F00037","2B6","51W","15II","15II"
"68224984","H","HH","CF","H01766","4AD","9YC","1EXQ","1RFF"
"68226145","H","HH","CF","H01657","1QG","5TG","1EXU","1RFP"
"68224981","H","HH","CF","H01766","4AD","9YC","1EXQ","1RFG"
"68224987","H","HH","CF","H01766","4AD","9YC","1EXQ","1RFH"
"68225148","H","HH","CF","H01678","1QI","5TA","133J","133J"
"68281227","F","OT","MA","F05997","423","8HJ","1FIC","1SVC"
"68281228","F","OT","MA","F05997","3IN","8HH","1FID","1SVE"
"68281229","F","OT","MA","F05997","3IN","7T4","1FID","1SVD"
"68281230","F","OT","MA","F05997","3IN","7T0","1FID","1SVE"
"68219737","H","HH","CF","H01678","1QI","5T1","133J","133J"
"68224988","H","HH","CF","H01766","4AD","9YC","1EXQ","1RS8"
"68291385","B","SN","DV","H00621","152","44B","1366","1366"
"68380267","H","HH","CF","H01696","43E","9G1","1EBK","1PE5"
"67892476","F","OT","MA","F05997","3IJ","7WM","1CFQ","1JZ8"
"68226370","F","CS","MZ","F01205","20U","9UJ","1FD7","1SEY"
"68155227","B","HA","SE","H01112","24I","9KG","1EUB","1R1P"
"68155219","B","HA","SE","H01112","24I","9KG","1EUB","1R1N"
"68210948","H","SO","CM","H11671","4FL","9SL","1FBN","1S9J"
"68278289","H","HH","CF","H01747","4DX","9YI","1F9S","1S5Q"
"68276769","B","SN","DV","H00621","152","44B","1366","1366"
"68393590","B","SN","RO","H00729","32Z","A64","1FKT","1T3P"
"68295221","B","HA","SE","H01060","24F","427","19KI","19KI"
"68295224","B","HA","SE","H01060","24F","427","19KI","19KI"
"68295225","B","HA","SE","H01060","24F","427","19KI","19KI"
"68373536","B","SN","RO","H11895","4I3","A5K","1FI2","1SUV"
"68224922","H","HH","OO","H10928","4AA","9YO","1EXO","1RF8"
"67910805","F","KE","HL","F00519","17K","ADY","15HU","15HU"
"68184155","F","OD","KO","F01671","3GQ","9QV","1CAO","1RMB"
"68224924","H","HH","OO","H10928","4AB","9YQ","1EXS","1RK4"
"68224927","H","HH","OO","H10928","4AB","9YQ","1EXS","1RPA"
"68224929","H","HH","OO","H10928","4AA","9YO","1EXO","1RF7"
"68184153","F","OD","KO","F01671","3GQ","9QV","1CAO","1JKV"
"68184156","F","OD","KO","F01671","3GQ","9QV","1CAO","1RMA"
"68278265","H","HH","CF","H01747","4DX","9YK","1F9T","1S5S"
"68278291","H","HH","CF","H01747","4DX","9YI","1F9S","1S5P"
"68283916","H","HH","CF","H01648","4DY","A2M","1FA3","1S6I"
"68283923","H","HH","CF","H01648","4DY","A2M","1FA3","1S6H"
"100000091534","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"68219651","F","OD","BO","F02582","3F1","7YQ","1C3C","1IR3"
"68378610","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"68162447","F","OT","MA","F05997","423","91Q","1E7I","1P26"
"68388976","H","HH","CF","H01696","43E","Not Applicable","1FKE","1T0Z"
"68242473","F","MA","HL","F00478","2AR","50Z","14W7","1SC8"
"68264853","F","SE","KO","F00065","4E3","9SX","1FA2","1S6E"
"68264855","F","SE","KO","F00065","4E3","9SX","1FA2","1S6F"
"68267094","F","BO","KO","F00037","4E1","9T1","1FA0","1S68"
"68267095","F","BO","KO","F00037","4E1","9T1","1FA0","1S69"
"68267096","F","BO","KO","F00037","4E1","9T1","1FA0","1S6A"
"68338857","R","IM","MG","F01889","1UA","56U","1BTY","1HIB"
"187895","B","DE","DO","H02891","1QV","42Y","136S","136S"
"227518","F","ME","KO","F04157","2G3","518","1633","1633"
"545953","H","CO","FO","H05870","334","415","1AVR","1AVR"
"551174","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"551597","B","SK","VE","H00879","2E6","60V","15UW","15UW"
"67648258","B","HA","TI","H04890","36Z","95F","1BAN","1F7H"
"67910794","F","MU","HL","F00552","3ID","7QO","1CEV","1JX6"
"67952094","H","WA","BI","H05970","340","6RB","1AYP","1AYP"
"67978264","R","IN","BR","F06403","11Q","5S8","15TV","15TV"
"67978267","R","IN","BR","F06403","11Q","5S8","15TV","15TV"
"68137712","B","DE","RO","H02990","1X4","42R","191A","191A"
"68219736","H","HH","CF","H01696","1QN","42L","19WU","19WU"
"68224926","H","HH","OO","H10928","4AB","9YQ","1EXS","1RK5"
"68226284","H","HH","CF","H01696","1QN","A1G","133V","133V"
"68259028","F","OT","MA","F05997","4BS","93O","1FIA","1SV9"
"68266706","F","SE","KO","F00065","4E4","9SZ","1FA4","1S6K"
"68278288","H","HH","OO","H11849","4FV","9YU","1FC4","1SA8"
"68283919","H","HH","CF","H01696","1QN","A1G","1F89","1S2Y"
"68295226","B","HA","SE","H01060","24F","427","19KI","19KI"
"68295227","B","HA","SE","H01060","24F","427","19KI","19KI"
"68297530","F","MA","GO","F05981","3FF","7Z2","1EZM","1RLR"
"68335432","H","WA","BI","H05970","2F8","5C7","1FBO","1S9K"
"68378659","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"68378689","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"68378745","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"68388790","B","SN","RO","H11895","4I3","A71","1FI3","1SUW"
"84160642","B","DE","RO","H02990","1X4","Not Applicable","191A","191A"
"84164553","B","DE","RO","H02990","1X4","42R","149Z","149Z"
"84172371","B","DE","DO","H02970","1QW","42Q","134U","134U"
"922815","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"935516","B","HA","CA","H04775","2C7","43D","15LJ","15LJ"
"943550","B","SN","DV","H03960","1QZ","44B","14V7","14V7"
"85191211","H","SO","DI","H00015","26M","Not Applicable","17LX","17LX"
"67865964","F","SA","HL","F00663","17S","54T","14WE","14WE"
"67865965","F","SA","HL","F00663","17S","54T","14WE","14WE"
"67936097","F","MA","HL","F00478","2AP","2E4","1C6F","1J7F"
"67936098","F","MU","HL","F00552","2CU","54L","14VW","14VW"
"67936101","F","KE","HL","F00519","2DO","54G","1C6G","1J7G"
"68116587","F","BO","KO","F03798","22T","Not Applicable","19KP","19KP"
"67952203","H","WA","BI","H05970","2F8","5C7","15YQ","15YQ"
"67989347","F","MA","HL","F00478","2W1","6BK","19WW","19WW"
"68361594","H","SO","OO","H00176","41B","9ZU","1FD2","1SDP"
"68382830","H","SO","BI","H00145","480","9ZW","1FJ1","1SWR"
"67952074","H","WA","BI","H05970","341","9K2","1EM7","1QE5"
"67952204","H","WA","BI","H05970","2F8","5C7","15YQ","15YQ"
"68282374","F","SA","HL","F02556","3OX","926","1CY9","1LOY"
"68307159","F","CS","MZ","F01205","20U","9NK","15E1","15E1"
"68307160","F","CS","MZ","F01205","20U","9NM","15E1","15E1"
"67952073","H","WA","BI","H05970","341","9K2","1EM7","1QE4"
"68307158","F","CS","MZ","F01205","20U","9NK","15E1","15E1"
"68307161","F","CS","MZ","F01205","20U","9NK","15E1","15E1"
"68224928","H","HH","OO","H10928","4AA","9YO","1EXO","1RFM"
"68282372","F","SE","KO","F00131","22V","52C","14JU","14JU"
"67872272","B","SN","RO","H00729","32Z","9EN","1AVW","1AVW"
"67872273","B","SN","RO","H00729","32Z","9EN","1AVW","1AVW"
"68394879","H","HH","CF","H01696","43E","9G3","1EBK","1PE5"
"68164552","F","BO","KO","F03798","18Q","9T5","1EUJ","1R29"
"68278267","H","HH","OO","H11849","4FV","9YS","1FC3","1SA7"
"68373538","B","SN","RO","H11895","4I3","A5M","1FI1","1SUU"
"68307206","H","SO","SR","H00199","48I","9L1","1EPO","1S77"
"68373542","B","SN","RO","H11895","4I3","A5K","1FI2","1SUV"
"68210963","H","SO","CM","H11671","4FL","9SL","1FBN","1S9I"
"68164553","F","BO","KO","F03798","18Q","9T5","1EUJ","1R2A"
"68188440","H","CO","CM","H00490","49X","A17","1EW5","1R7M"
"68137702","B","DE","DE","H03962","1R7","465","134O","134O"
"68173497","B","OR","CL","H04226","20F","436","14QR","14QR"
"68173498","B","OR","CL","H04226","20F","436","14QR","14QR"
"68188435","H","CO","CM","H00490","49X","A17","1EW5","1R7O"
"68266705","F","SE","KO","F00065","4E4","9SZ","1FA4","1S6J"
"68266707","F","SE","KO","F00065","4E4","9SZ","1FA4","1S6L"
"67923117","B","SN","DV","H00711","2EY","47R","15XO","15XO"
"67795571","B","HA","SE","H01112","24I","43S","14O2","14O2"
"68137701","B","DE","DE","H03962","1R7","465","134O","134O"
"68137708","B","DE","RO","H02990","1X4","42R","191A","191A"
"68188436","H","CO","CM","H00490","49X","A17","1EW5","1R7N"
"68224979","H","HH","CF","H01766","4A8","9Y7","1EXN","1RF6"
"68181462","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"68181463","B","HA","TE","H04433","1MA","45L","14FI","14FI"
"68197597","B","HA","TE","H04420","1YK","80M","195L","195L"
"68224989","H","HH","CF","H01766","4A8","9Y7","1EXN","1RF5"
"68224938","H","HH","OO","H10928","4AC","9YM","1EXP","1RFA"
"68224939","H","HH","OO","H10928","4AC","9YM","1EXP","1RF9"
"68236670","F","MA","HL","F00478","4C8","9UB","1F3M","1RVU"
"68240416","F","SS","KO","F00266","4DN","9TN","1F8S","1S4G"
"68240417","F","SS","KO","F00266","4DN","9TN","1F8S","1S4I"
"68240418","F","SS","KO","F00266","4DN","9TN","1F8S","1S4H"
"68278266","H","HH","CF","H01747","4DX","9YK","1F9T","1S5R"
"68309333","H","HH","CF","H01618","3MT","83A","1EXW","1RFT"
"68309346","H","HH","CF","H01618","3MT","83A","1EXW","1RFT"
"68309384","F","BO","KO","F00037","2B6","51W","15II","15II"
"68335431","H","WA","BI","H05970","2F8","5C7","1FBO","1S9K"
"68339893","B","HA","NE","H04456","31R","A7R","15OT","1I32"
"68340030","B","HA","TI","H04888","36V","A7P","1BD0","1FFZ"
"68343039","H","HH","CF","H01618","3MT","83A","1EXW","1RFT"
"68362612","H","PR","CF","P00374","4HH","A6T","1FGC","1SMX"
"68363865","F","MA","HL","F00478","2AR","50Z","14W7","14W7"
"68393041","B","SN","DV","H00621","152","44B","1366","1366"
"68397720","F","MA","HL","F00478","2AR","A6D","14W7","14W7"
"68405017","F","SE","KO","F00065","4E3","9SX","1FA2","1S6F"
"68405018","F","SE","KO","F00065","4E3","9SX","1FA2","1S6E"
"68417228","B","SN","RO","H11895","4I3","A5O","1FI3","1SUW"
"941135","F","SS","KO","F00285","230","514","14KA","14KA"
"67910811","F","KE","AS","F00506","1ZD","503","14TH","14TH"
"68393087","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"68431883","B","SN","RO","H11895","4I3","A5K","1FI2","1SUV"
"68431884","B","SN","RO","H11895","4I3","A5O","1FI3","1SUW"
"68437698","B","SN","RO","H11895","4I3","ADB","1FI1","1SUU"
"68437699","B","SN","RO","H11895","4I3","A5M","1FI1","1SUU"
"68282375","F","SE","KO","F00131","22V","52C","14JU","14JU"
"68194279","H","SO","BI","H05249","1ZZ","46G","14PN","1PEJ"
"67821197","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"68282371","F","SE","KO","F00131","22V","52C","14JU","14JU"
"67795570","B","HA","SE","H01112","24I","43S","14O2","14O2"
"557139","F","SS","KO","F00285","1TX","513","15OC","15OC"
"67299715","B","SK","DV","H00822","3J3","8B1","1CGZ","1K3M"
"67343724","B","HA","TE","H04433","1MA","Not Applicable","14FM","14FM"
"67502946","B","DE","RO","H02990","1X4","42R","191A","1FDX"
"67502947","B","DE","RO","H02990","1X4","42R","191A","1GJD"
"67635770","B","SK","SM","H04501","1HS","Not Applicable","12PJ","12PJ"
"67701386","B","HA","TE","H04420","1YK","Not Applicable","1E7S","1P2M"
"67821198","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821199","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821200","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821201","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821202","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821205","B","HA","SE","H01060","3XV","9TT","1DWA","1OCK"
"67821161","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821163","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821165","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821166","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821167","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821168","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821169","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"67821173","B","HA","SE","H01012","3XW","9TX","1DWB","1OCL"
"68190691","H","CO","FO","H00494","49Y","A1B","1EW7","1R7S"
"67910806","F","KE","AS","F00506","1ZD","503","14TH","14TH"
"68176788","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"68176791","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"68176796","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"68181527","F","SA","HL","F00663","17S","9UD","1FAH","1S73"
"68181528","F","SA","HL","F00663","17S","9UD","1FAH","1S74"
"68181529","F","SA","HL","F00663","17S","9UD","1FAH","1S75"
"68181530","F","SA","HL","F00663","17S","9UD","1FAH","1S76"
"68226161","H","HH","CF","H01678","1QI","A05","1DIA","1NHV"
"68226285","H","HH","CF","H01678","1QI","9ZY","19WS","19WS"
"68226286","H","HH","CF","H01678","1QI","A03","133J","133J"
"68226296","H","HH","CF","H01678","1QI","A05","133J","133J"
"68259027","F","OT","MA","F05997","420","93K","1E7D","1SV8"
"68283921","H","HH","CF","H01678","1QI","A03","1DIA","1NHV"
"68286782","R","IN","KN","F01848","3GS","8D2","1F8V","1S4T"
"68291409","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"68307204","H","SO","SR","H00199","4EC","A2I","1FAI","1S79"
"68399441","H","PR","CF","P00374","4IJ","A85","1FKC","1T0W"
"68335525","H","SO","BI","H05249","1ZZ","396","14PM","1PEI"
"68364971","B","HA","LB","H06522","3LK","9PH","1CLZ","1KP9"
"68370348","B","HA","LB","H06522","3LK","9PH","1CLZ","1KPB"
"68395025","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"68333938","H","HH","CF","H11854","4K7","AIC","1FPS","1TLP"
"68406263","F","SS","KO","F00266","4DN","9TN","1F8S","1S4H"
"68406264","F","SS","KO","F00266","4DN","9TN","1F8S","1S4H"
"68406265","F","SS","KO","F00266","4DN","9TN","1F8S","1S4I"
"68410279","F","BO","KO","F00037","4E1","9T1","1FA0","1S69"
"68410280","F","BO","KO","F00037","4E1","9T1","1FA0","1S68"
"68413962","H","HH","CF","H01618","3MT","83A","1CQS","1RFR"
"68420813","H","HH","CF","H01696","43E","AB5","1FPF","1TIX"
"929877","B","DE","RO","H02904","1X6","42Z","14AB","14AB"
"68410281","F","BO","KO","F00037","4E1","9T1","1FA0","1S6A"
"68341612","F","OD","AS","F01560","21L","51Q","14TE","14TE"
"68341620","F","OD","AS","F01560","21L","51Q","14TE","14TE"
"68307207","H","SO","SR","H00199","4EC","A2I","1FAI","1S78"
"68341615","F","OD","AS","F01560","21L","51Q","14TE","14TE"
"68393107","B","SN","DV","H00575","15P","448","11HK","11HK"
"68412426","B","HA","DV","H01040","158","425","135D","135D"
"68412428","B","HA","DV","H00979","163","43I","1370","1370"
"547842","B","HA","TE","H04420","1YK","46N","14Y6","14Y6"
"67865968","F","SA","HL","F00663","17S","54T","14WE","14WE"
"68250308","H","SO","OO","H00176","415","ABP","1F2S","1RUD"
"68431043","H","CO","FO","H05870","334","415","1AVO","1L7E"
"68285474","B","DE","DO","H02970","1QW","465","1DKA","1NLL"
"174804","B","OR","OE","H04235","242","370","14MP","14MP"
"68247661","H","SO","OO","H00176","413","ABN","1F31","1RUM"
"68236671","F","MA","HL","F00478","4C8","50Z","1F3N","1RVV"
"68364407","F","SE","AS","F00054","1ZG","515","14J4","14J4"
"68397888","F","OT","MA","F05997","3IQ","7U2","1CG5","1K0C"
"68335404","H","HH","BI","H01951","203","42A","14PY","14PY"
"68335405","H","HH","BI","H01951","203","42A","14PY","14PY"
"68364406","F","SE","AS","F00054","1ZG","515","14J4","14J4"
"68440194","F","KE","AS","F00506","1ZD","503","14TH","14TH"
"68396778","F","OT","MA","F05997","3IQ","7TY","1CG6","1QUQ"
"973589","B","SN","LU","H00720","2CL","46B","15MM","15MM"
"68259025","F","OT","MA","F05997","420","93I","1E7D","1SV7"
"560765","B","HA","TE","H04755","2DK","60X","15S3","15S3"
"67865729","F","KE","HL","F00519","17K","54H","15AS","15AS"
"67913553","F","MA","HL","F00478","17R","9HA","1E6Z","1P1E"
"68173429","B","OR","CL","H04226","20F","8PE","14QM","14QM"
"68173432","B","OR","CL","H04226","20F","436","14QR","14QR"
"68173499","B","OR","CL","H04226","20F","8PE","14QM","14QM"
"68285532","B","DE","RO","H03003","1XA","42R","1DKS","1NM3"
"68285533","B","DE","RO","H02990","1X4","42R","1DL6","1NMH"
"68285534","B","DE","RO","H03003","1XA","42R","1DKU","1NM5"
"68285535","B","DE","RO","H02990","1X4","42R","1DL5","1NMG"
"68285537","B","DE","RO","H03003","1XA","42R","1DKT","1NM4"
"68285556","B","DE","DO","H02970","1QW","42Q","1DK9","1NLK"
"68358876","R","IM","CH","F01883","29U","59D","14QC","14QC"
"#","O","OE","OE","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"13837","F","OD","AS","F01560","21L","Not Applicable","14TE","14TE"
"147622","R","AD","AD","F01201","1P6","51C","12YP","12YP"
"147821","R","AD","AD","F01201","1P6","51C","12YP","12YP"
"14971","R","OI","KN","F01717","21Y","553","14IG","14IG"
"151745","B","SN","DV","H00621","152","353","1366","1366"
"151752","B","SN","DV","H00621","152","353","1366","1366"
"170664","R","AD","AD","F01201","29P","508","14U4","14U4"
"554379","F","BO","KO","F00037","18L","527","14WK","14WK"
"175932","F","ME","KO","F04157","2G3","Not Applicable","1634","1634"
"558091","R","IN","KN","F01848","22O","Not Applicable","14JE","14JE"
"558092","R","IN","KN","F01848","22O","Not Applicable","14JE","14JE"
"956370","R","IM","CO","F01873","26E","56N","151Y","151Y"
"182045","F","MA","HL","F02758","1S1","50V","14VM","14VM"
"205141","R","AD","AD","F01201","29Q","51K","14O8","14O8"
"209116","F","SE","KO","F00065","22S","517","14JO","14JO"
"209119","F","SE","KO","F00065","22S","517","14JO","14JO"
"210610","R","IN","KN","F01848","22K","555","14J9","14J9"
"551215","F","BO","AS","F00029","2AV","51T","14RX","14RX"
"216295","R","AD","AD","F01201","29O","51A","14TZ","14TZ"
"220454","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"221751","F","KE","HL","F00519","17K","505","14VK","14VK"
"226203","B","DE","RO","H02950","1XG","422","14B6","1FDH"
"226311","B","HA","DV","H01040","158","6A0","14YS","14YS"
"228103","B","HA","SE","H01012","24L","43K","14O6","14O6"
"228273","F","SE","AS","F00054","1ZH","516","14JI","14JI"
"228274","F","SE","AS","F00054","1ZH","516","14JI","14JI"
"228276","F","SE","AS","F00054","1ZH","516","14JI","14JI"
"235910","F","BO","KO","F00037","2B8","51X","14WM","14WM"
"238319","F","SE","KO","F00065","1TN","517","13I0","13I0"
"238320","F","SE","KO","F00065","1TN","517","13I0","13I0"
"545273","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"545759","F","BO","KO","F00037","2B6","51W","15II","15II"
"545761","F","BO","KO","F00037","2B6","51W","15II","15II"
"545766","F","BO","KO","F00037","2B6","51W","15II","15II"
"545769","F","BO","KO","F00037","2B6","51W","15II","15II"
"545776","F","BO","KO","F00037","2B6","51W","15II","15II"
"545783","F","BO","KO","F00037","2B6","51W","15II","15II"
"545802","F","BO","KO","F00037","2B6","51W","15II","15II"
"545808","F","BO","AS","F00029","2AX","51T","15IK","15IK"
"545944","F","BO","KO","F00037","2B3","51V","14WJ","14WJ"
"545947","F","BO","KO","F00037","2B3","51V","14WJ","14WJ"
"546854","B","OR","CL","H04227","20N","435","14R5","14R5"
